form_label,source_file,analysis_set,domain,variable,variable_type,group_by,group_value,n,mean,sd,min,max,min_max
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Overall,Overall,self_stigma_-stgt_total,continuous,new_group,B_Boys,17,0.18,0.39,0.00,1.00,0.00-1.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Overall,Overall,self_stigma_-stgt_total,continuous,new_group,B_Girls,52,0.56,1.09,0.00,4.00,0.00-4.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Overall,Overall,psychlops_post_-psy_total,continuous,overall,overall,68,5.44,4.52,0.00,17.00,0.00-17.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Overall,Overall,psychlops_post_-psy_total,continuous,group,A,28,5.61,5.22,0.00,17.00,0.00-17.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Overall,Overall,psychlops_post_-psy_total,continuous,group,B,40,5.33,4.02,0.00,15.00,0.00-15.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Overall,Overall,psychlops_post_-psy_total,continuous,gender,Boys,32,5.88,4.86,0.00,17.00,0.00-17.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Overall,Overall,psychlops_post_-psy_total,continuous,gender,Girls,36,5.06,4.23,0.00,16.00,0.00-16.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Overall,Overall,psychlops_post_-psy_total,continuous,new_group,A_Boys,21,5.43,5.11,0.00,17.00,0.00-17.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Overall,Overall,psychlops_post_-psy_total,continuous,new_group,A_Girls,7,6.14,5.93,0.00,16.00,0.00-16.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Overall,Overall,psychlops_post_-psy_total,continuous,new_group,B_Boys,11,6.73,4.43,0.00,15.00,0.00-15.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Overall,Overall,psychlops_post_-psy_total,continuous,new_group,B_Girls,29,4.79,3.80,0.00,11.00,0.00-11.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PHQ9,phq9a_-phq9a_total,continuous,overall,overall,113,4.49,3.96,0.00,16.00,0.00-16.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PHQ9,phq9a_-phq9a_total,continuous,group,A,44,4.32,4.29,0.00,16.00,0.00-16.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PHQ9,phq9a_-phq9a_total,continuous,group,B,69,4.59,3.77,0.00,16.00,0.00-16.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PHQ9,phq9a_-phq9a_total,continuous,gender,Boys,48,3.77,3.58,0.00,16.00,0.00-16.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PHQ9,phq9a_-phq9a_total,continuous,gender,Girls,65,5.02,4.17,0.00,16.00,0.00-16.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PHQ9,phq9a_-phq9a_total,continuous,new_group,A_Boys,31,4.00,4.16,0.00,16.00,0.00-16.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PHQ9,phq9a_-phq9a_total,continuous,new_group,A_Girls,13,5.08,4.66,0.00,16.00,0.00-16.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PHQ9,phq9a_-phq9a_total,continuous,new_group,B_Boys,17,3.35,2.23,1.00,9.00,1.00-9.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PHQ9,phq9a_-phq9a_total,continuous,new_group,B_Girls,52,5.00,4.09,0.00,16.00,0.00-16.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PSC,psc_-psc_total,continuous,overall,overall,113,17.98,9.34,0.00,41.00,0.00-41.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PSC,psc_-psc_total,continuous,group,A,44,16.64,9.96,3.00,41.00,3.00-41.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PSC,psc_-psc_total,continuous,group,B,69,18.84,8.89,0.00,39.00,0.00-39.00
9_month_endpoint_adolescents,data/SMART_STEP_9_Month_Endpoint_Assessment_Pack_(Adolescents)_v1_0.csv,Domain wise,PSC,psc_-psc_total,continuous,gender,Boys,48,17.33,9.23,3.00,41.00,3.00-41.00
